Conforto / Acabamento,Consumo,Custo / Benefício,Design,Dirigibilidade,Manutenção,Performance,Marca,Modelo,Ano,Pages,Texto Positivo,Price,ranking,Value,vendas_normalizada
8.5,7.7,8.3,8.3,8.5,8.0,8.7,FORD,PAMPA,1997,4,"
Pontos positivos: muito bom
                                                
Pontos positivos: otima na terra
                                                
Pontos positivos: boa estabilida para terrenos irregulares e muito ptente
                                                
Pontos positivos: aa aparencias enganam e forte e muito valente 
                                                
Pontos positivos: carro forte para qualquer terreno
                                                
Pontos positivos: carro muito bom comparado com as concorrente de sua categoria.nao quebra melhor motor que ja exitil ap 1.8
caçamba grande lataria muito forte e manuteçao muito barata.

                                                
Pontos positivos: otimo carro pra as pequenas propiedades
                                                
Pontos positivos: motor feito 1.4, novo tem 3000 km,tem cupula,aros de magnesio, 4 pneus 0 km. imposto ao dia, faz 16 a 17 km.por litro gasolina,amortecedores novos, andar firme, e muita asistencia mecanica etc...cuidada....engate, demas original sem batidas, em linea toda ela,
                                                
Pontos positivos: direcão macia,suspensão macia,resistente a cargas,econômico pelo motor de 96 cvs que possui,fácil e muito barata a manutenção ( tanto das peças quanto a mão de obra)

em relação a corruie a pampa dá de 10 a 0,pena que saiu de linha.
                                                
Pontos positivos: macio, facil de dirigir, robusto
                                                
Pontos positivos: otimo  robusto potente e aguenta  o serviço no campo
                                                
Pontos positivos: resistência , força (1.8 ),consumo , pouca manutenção e de baixo custo , bom espaço na caçamba !
                                                
Pontos positivos: manutenção /custo/benefício/manutenção/
são pontos forte neste modelo
                                                
Pontos positivos: baixo custo de manutenção; fácil adaptação a combustivel alternativo(gnv); estabilidade e sisterma de freios.
                                                
Pontos positivos: é muito bom para o trabalho.
                                                
Pontos positivos: não é perfeito mais me ajuda no trabalho.
                                                
Pontos positivos: ele e bem robusto com poucas quebras.
                                                
Pontos positivos: economico
                                                
Pontos positivos: utilitário de uso prático e muito economico
                                                
Pontos positivos: para trabalho
                                                ",11941.0,,0.0,0.0
,,,,,,,CITROËN,BERLINGO,2019,0,,64990.0,,0.0,0.0
7.6,6.3,7.6,7.6,8.3,7.6,8.8,CHEVROLET,KADETT,1998,7,"
Pontos positivos: motor possante , economico.
                                                
Pontos positivos: tem muito mais que os 1000 dispon?veis no mercado,
dire??o hidraulica
freio a disco nas 4 sendo dianteiro do vectra
cambio vectra
ar condicionado
trio eletrico
consumo estrada 13,5
alarme de farol ligado
volante tilt
conta giros.
                                                
Pontos positivos: resistencia e acabamento duradouro.so troquei amortecedores dianteiro uma vez o carro e top feito pra estrada.nunca abri o motor 260.000kl
                                                
Pontos positivos: desing
                                                
Pontos positivos: o veículo tem um ótimo motor e potência. para quem sabe cuidar, é um ótimo carro
                                                
Pontos positivos: carro muito potente. mesmo com o gnv e com 5 passageiros, ele não deixa na mão em aclives. gosto do design dele. como meu primeiro carro, etá sendo uma otina opção. com direção hidráulica, não passo sufoco para manobrar.
                                                
Pontos positivos: potente. fácil manutenção. econômico na auto estrada.
                                                
Pontos positivos: ele é muito forte
                                                
Pontos positivos: ótimo para viajar, bom nas ultrapassagens, bom consumo estrada, na cidade consumo regular, ótima estabilidade, direção mecanica mais seguro
                                                
Pontos positivos: motor nunca quebra; peças e mo baratas; baixo consumo no gás;
                                                
Pontos positivos: um carro economico e bastante confortavel
                                                
Pontos positivos: motor forte 
carro forte (aguenta o tranco)
porta malas grande
ótima estabilidade em curvas e estrada
custo benéfico
valor de compra/venda
peças em conta
direção muito macia

                                                
Pontos positivos: desempenho
manutenção
porta-malas
                                                
Pontos positivos: carro muito bom para quem gosta de um estilo mais aventureiro, motor muito potente onde chega fácil aos 190k/h, excelente acústico, praticamente um astra.
                                                
Pontos positivos: carro confortável, naum te deixa na mão, poucos ruidos internos, acabamento mto bom.
                                                
Pontos positivos: potente, confortável e ótima estabilidade na estrada.
                                                
Pontos positivos: ótimo para viagem um bom conforto...
boa visibilidade, e traçao...
baixo consumo na estrada em quinta marcha...
anda muito!

                                                
Pontos positivos: potencia estabilidade comforto na estrada
                                                
Pontos positivos: desempenho e robustez do conjunto. acabamento, estabilidade, conforto bom p/ a categoria do veículo.
                                                
Pontos positivos: carro muito confiavel
                                                
Pontos positivos: não gosta de ir para oficina
                                                
Pontos positivos: anda muito, gostoso de dirigir, bonito, não dá manutençao
                                                
Pontos positivos: baixa quilometragem
excelente estado de conservação
carro de não fumante
possui gnv
                                                
Pontos positivos: potência
                                                
Pontos positivos: velocidade
                                                
Pontos positivos: bom motor, o carro anda bem e não deixa a desejar para nenhum carro novo na estrada e na cidade.
                                                
Pontos positivos: a performance é ótima.
                                                
Pontos positivos: otimo carro nas estradas
                                                
Pontos positivos: um excelente carro,valente,confortavel,bom de andar,responde rapido a aceleraçao,bonito,no gnv nao tem diferença.
                                                
Pontos positivos: o motor 2.0 8v apesar dos 110cv da época responde bem as retomadas e a aceleração é boa! a manutenção é barata e fácil de achar as peças.
                                                
Pontos positivos: baixo consumo em viagem. manutenção barata.
baixo preço de mercado.
                                                
Pontos positivos: baixa manutenção. 
motor bom e forte.
                                                
Pontos positivos: porta mala; acabamento interno;boa potencia e dirigibilidade
                                                
Pontos positivos: anda bem,ele responde quando precisa
                                                
Pontos positivos: excelente carro, muito bom mesmo. a potencia do motor e o conforto são os pontos fortes dele.
                                                ",9097.0,,0.0,0.0
7.3,8.0,8.3,7.2,8.8,8.0,7.8,CHEVROLET,CHEVETTE SEDAN,1993,7,"
Pontos positivos: conforto, tem uma suspensão e a direção, na minha opinião da de 10 a 0 em muitos carro de hj em dia
                                                
Pontos positivos: todos
                                                
Pontos positivos: excelente sem palavras...
                                                
Pontos positivos: possuo um a mais de 4 anos e gosto muito.tem bom desempenho,facilidade nas ultrapassagens,consumo razoável,ótimo porta-malas,bem estável e manutenção bastante fácil e barata.
                                                
Pontos positivos: carro para familia,bastante economico e peças baratas
                                                
Pontos positivos: pecas e manutencao com baixo custo
                                                
Pontos positivos: baixa manutenção.
                                                
Pontos positivos: é um carro que não da oficina se bem cuidado
                                                
Pontos positivos: adoro meu carro e satisfaz as minhas necessidades diarias 
                                                
Pontos positivos: prazer proporcionado pela tração traseira
manutenção barata 
estabilidade
                                                
Pontos positivos: tudo de bom.mecanica,dirigino é muito gostoso.
                                                
Pontos positivos: vai completar 80.000 km e não sabe o que é oficina; apenas troca de escapamento, limpeza de carburador, mangueiras de gasolina e pneus.
15 km/l a 110 km/h ; máxima de 150 km/h.
estabilidade excepcional. 
                                                
Pontos positivos: design moderno para o ano,
passa segurança na dirigibilidade,(principalmente nas curvas) & muita força...
                                                
Pontos positivos: muito confortavel para pilotar !
direçao macia ,manuntençao barata,etc .
o meu chevette é super novo!
                                                
Pontos positivos: boa performance e economia
                                                
Pontos positivos:  manobras muito rapidas,manutençao conforto, porta malas ,boa visualizaçao e cambio muito macio um dos melhores carros da gm como me arrependo de ter vendido o meu   
                                                
Pontos positivos: p uma mulher é um carro fácil de entender a mecãnica.ótimo de dirigir e muito econômico.
                                                
Pontos positivos: boa mecânica; estável; ótimo porta malas; excelente vizibilidade ao dirigir; econômico; forte em seu motor 1.6/s; de fácil dirigibilidade.
                                                
Pontos positivos: otimo carro confortavel economico e de boa estabelidade
                                                
Pontos positivos: motor,estabilidade,conforto e elegancia.
                                                
Pontos positivos: todo original, lataria, estofamento, mecânica e suspenção em perfeito estado de conservação.
                                                
Pontos positivos: conforto,economia
                                                
Pontos positivos: diferencial,menos problemas,bom de estabilidade.
                                                
Pontos positivos: confortavel de baixo valor de manutencao,sem barulho,
                                                
Pontos positivos: motor novo, e em otimo estado
                                                
Pontos positivos: câmbio muito bom, visibilidade ótima, fácil de manobrar, econômico, manutenção flexível.

                                                
Pontos positivos: conforto,bom acabamento,boa dirigibilidade
                                                
Pontos positivos: economico
                                                
Pontos positivos: pouca manutensão apesar do ano
                                                
Pontos positivos: é um carro bom de se ter pelo preço que se paga .
                                                
Pontos positivos: tem força, tem espaço , tem fácil manutenção é ótimo de dirigir...
                                                
Pontos positivos: quitado, bom  jogo no volante, economico...
                                                
Pontos positivos: a maciez e fácil dirigibilidade
                                                
Pontos positivos: manutençao nao e muito cara, e suas peças, economico.
                                                
Pontos positivos: um carro muito bonito e gosotoso de dirigir.
                                                ",7448.0,,0.0,0.0
5.7,9.1,8.9,7.2,7.9,9.1,7.5,FIAT,UNO MILLE,2013,7,"
Pontos positivos: unico dono. bom estado
                                                
Pontos positivos:

Pontos positivos: 10
                                                
Pontos positivos: bom
                                                
Pontos positivos: economico ,manuten??o barata, custo beneficio barato, dirigibilidade boa. 
bom para o dia a dia.
                                                
Pontos positivos: difícil de encontrar um ponto positivo.
                                                
Pontos positivos: econ?mico..4 portas...ar condicionado potente
                                                
Pontos positivos: custo/benef?cio
                                                
Pontos positivos: economico
                                                
Pontos positivos: naixo consimo
                                                
Pontos positivos: tenho este carro deste 2008 e ja rodei muito e um carro muito bom ....
                                                
Pontos positivos: motor e caixa

                                                
Pontos positivos:

Pontos positivos: motor ?timo, interior ?timo
                                                
Pontos positivos: consumo, custo/beneficio, manutenção, confiabilidade, dirigibilidade
                                                
Pontos positivos: baixa manuntenção baixo consumo de combustivel otima dirigibilidade robusto
                                                
Pontos positivos: embora seja um carro pequeno por fora, tem um bom espaço interno e até mesmo um porta malas de bom tamanho para um hatch, boa visibilidade, boa estabilidade e até alguns itens de série interessantes, como ar quente, limpador e desembaçador traseiro, bancos com detalhes em couro e bem silencioso e econômico.
                                                
Pontos positivos: economia combustível
                                                
Pontos positivos: mecanica barata
                                                
Pontos positivos: muito barato e muito funcional
                                                
Pontos positivos: não da manutenção, somente preventivo e muito pouca.
                                                
Pontos positivos: econômico e guerreiro ....
                                                
Pontos positivos: boa arrancada, economia e baixo custo de manutenção.
                                                
Pontos positivos: é um veículo excelente, confortável, otim pra dirigir mesmo não sendo direção hidráulica, bem econômico e com ótima aceleração, manutenção barata e raramente da defeito, custo beneficio nota 10.
                                                
Pontos positivos: seguro,confiável
                                                
Pontos positivos: carro bem econômico e pratico.. bom para trabalho
                                                
Pontos positivos: muito valente em relação ao motor com poucos cavalos
                                                
Pontos positivos: muito resistente, pouquíssimo desgaste, manutenção barata, facilidade de peças, bom de dirigir, muito econômico, grande espaço interno, anda bem em fora de estrada, boa rentabilidade, confiança etc
                                                
Pontos positivos: facil de estacionar, designer, carro alto para estrada de terra ,
                                                
Pontos positivos: veículo confiável, como muitos dizem, é um verdadeiro ""tratorzinho"", encara estrada de chão e o que for, por ser um carro leve tem excelente arrancada, desenvolve bem até a 3ª marcha, visibilidade excelente, fácil de dirigir, compacto para estacionar, volante leve, bom espaço interno, manutenção barata, muito fácil de conseguir peças de reposição, fácil de customização, alguns acessórios básicos o deixa muito bonito
                                                
Pontos positivos: baixa manutenção, revisões baratas ótimo consumo rápido nas subidas mesmo com o ar ligado; vou trocar por um sedan apenas por falta de porta  malas, de preferencia um etios 
                                                
Pontos positivos: econômica, baixo custo de manutenção para 4 pessoas tem um bom espaço para o tamanho do carro. fiz 620km com um tanque cheio!
                                                
Pontos positivos: manutenção muito barata, consumo muito bom e mercado bom
                                                
Pontos positivos: área envidraçada, manutenção barata, demora dar problemas, peças baratas, serve perfeitamente para o que foi construído, ou seja, trabalhar e pequenos deslocamentos.
                                                
Pontos positivos: baixo consumo, baixo custo de manutenção, visibilidade para dirigir, facilidade para manobrar.
                                                ",16778.0,,0.0,0.0
7.5,7.7,7.8,7.2,7.7,7.4,8.0,VOLKSWAGEN,APOLLO,1992,4,"
Pontos positivos: veículo com bom espaço dianteiro, boa dirigibilidade, motor potente, responde bem, excelente porta malas, consumo condizente com a potência, com um desiner agradável, mecanica até simples e de baixo custo.
                                                
Pontos positivos: e muito economico e macio tem muito espaco dentro e fora e barato rssssssss
                                                
Pontos positivos: todos. é um carro completo, lindo design para a época em que foi feito, confiável, potente motorzão ap, fácil de dirigir, porta malas enorme, extremamente confortável, gasta pouco e anda muito !!!
                                                
Pontos positivos: confortavel firme de confiança
                                                
Pontos positivos: interno lindo!
                                                
Pontos positivos: fácil dirigibilidade, motor responde quando precisa, espaço interno e porta mala grande, baixo consumo de combustível e manutenção barata. estável em curvas.
                                                
Pontos positivos: bastante economico e o motor quase nao se houve mesmo estando a 120 k/h
                                                
Pontos positivos: confortável, potente, porta-malas grande, bonito por dentro e por fora.
                                                
Pontos positivos: confortavel porta malas grande economico
                                                
Pontos positivos: excelente carro. apesar de ser 1.8 mesmo assim é muito economico. o motor ap. auto pressão ajuda na economia.
                                                
Pontos positivos: muito economico
                                                
Pontos positivos: carro elegante,confortavel,espaçoso,ipva de baixo custo,baixo valor para pessoas de poder aquisitivo pequeno e é da wolks marca antiga e de facil mecanica.
                                                
Pontos positivos: muito espasso interno e porta mala
                                                
Pontos positivos: economico
                                                
Pontos positivos: economico,facil para negociar, 
                                                
Pontos positivos: economico
                                                
Pontos positivos: potente, ate economico, por ser i.8 
                                                
Pontos positivos: conforto e potência do motor.
                                                
Pontos positivos: muito maçio, confortável, confiável, boa dirigibilidade, ágil, pouca manutenção, seguro.
                                                
Pontos positivos:  é economico e bostante confiavel.
                                                ",6279.0,,0.0,0.0
9.5,6.2,8.3,8.7,9.7,7.2,9.3,CHEVROLET,SUPREMA,1996,2,"
Pontos positivos: o carro é excelente, melhor carro que já comprei.
                                                
Pontos positivos: melhor carro que a chevrolet fabricou ate hoje

                                                
Pontos positivos: espaço,forte
                                                
Pontos positivos: espaço e estabilidade
                                                
Pontos positivos: espaço
                                                
Pontos positivos: espaço interno, conforto, segurança, dirigibilidade, visão, manutenção fácil, bom custo/beneficio.
                                                
Pontos positivos: conforto interno e ótimo rendimento na estrada.
                                                ",11074.0,,0.0,0.0
9.2,8.0,8.8,8.2,9.0,7.8,8.7,PEUGEOT,306 BREAK,2001,2,"
Pontos positivos: carro muito bom
                                                
Pontos positivos: por ser um carro com motor 1.8,o consumo de combustivel
ate que e rasoavel,estabilidade otima ,conforto e boa frenagem.
                                                
Pontos positivos: conforto, boa relação entre peso e potencia,estável nas curvas e freio preciso,bom espaço interno, excelente porta malas,robusto, não quebra,confiavel.
                                                
Pontos positivos: motor, espaço e conforto.
                                                
Pontos positivos: conforto e dirigibilidade
                                                
Pontos positivos: para quem precisa de carro grande,tem ótimo espaço,conforto.como é 1.8 e 16v a potência é razoavel pq o carro é pesado.tem segurança pelo air-bag e boa frenagem.tem uma linha elegante e proporciona prazer na direção.
                                                ",8327.0,,0.0,0.0
7.0,8.0,9.0,8.0,9.0,8.0,8.0,FORD,CORCEL,1986,2,"
Pontos positivos: tudo
                                                
Pontos positivos: carro maçio,grande,estavel,bonito,barato
                                                
Pontos positivos: apesar de ter somente 68cv, parece que tem 100
                                                
Pontos positivos: motor média potencia más com um carburador duplo que permite um ecelente desempenho e arrancada, o conforto e espaço interno,custo/beneficio ascecivel,mecanica simples e boa,porta-malas espaçoso,estabilidade,e é claro um dos carros mais vendidos e fabricado no brasil, portanto uma relíquia apresntado por ninguém menos que:airton senna do brasil.
                                                
Pontos positivos: pouca manutenção e amplo espaço interno
                                                
Pontos positivos: não pago ipva
                                                ",3070.0,,0.0,0.0
9.7,7.3,9.3,8.7,10.0,8.7,9.0,VOLKSWAGEN,QUANTUM,2002,7,"
Pontos positivos: preciso vender
                                                
Pontos positivos: conforto, espa?o interno, porta malas grande e desempenho na estrada.
                                                
Pontos positivos: tudo nele é bom, se voltasse a fabricar iria custar no mínimo r$ 90.000,00. quantos quilômetros amarock faz com um litro? e o camaro, blazer, até mesmo palio wekeend. falo sem medo de errar, santana quantum com carburador novinho, bem regulado faz 12km tranquilo na estrada andando a 110 km por hora (até porque os radares não deixam passar disto). não paga ipva, manutenção baratíssima (isto quando quebra o que raramente acontece).é impossível um motor 2,0 fazer 18 km com 1 litro, aí é querer demais né? quer economia vai de motorzinho preso numa lata de sardinha (experimente viajar 1000km sem parar pra descansar nestas latas de sardinha e depois vc me conta) pode desvalorizar a vontade porque um dia vai ser relíquia e aí ""meu"" só magnata pra comprar. olhem o preço do maverick motor v6 e v8. não valiam nada há alguns anos atras!tentem comprar um bom!!!!
                                                
Pontos positivos: praticidade - multiuso
                                                
Pontos positivos: um carro muito bom de estabilidade
não sai nas curvas e anda muito.
                                                
Pontos positivos: mecanica robusta
                                                
Pontos positivos: motor reformado
                                                
Pontos positivos: todos alem da potencia . e versatil e ao contrario do que dizem economica..a minha e revestida toda em couro...chick
                                                
Pontos positivos: carro bastante espaço interno
                                                
Pontos positivos: muito versatil, econômico além de muito confortavel.
                                                
Pontos positivos:

Pontos positivos: espaço e estabilidade na estrada.
                                                
Pontos positivos: otimo carro desde a estrada de asfalto para estrada de terra...vai en qualquer lugar,tem um otimo motor,otimo conforto,otimo acabamento,e estabilidade.
                                                
Pontos positivos: é um carro com espaço p/ familia ou p/ o trabalho uni o util ao agradavel
                                                
Pontos positivos: espaço, conforto,estabilidade,durabilidade
                                                
Pontos positivos: motor simples e robusto. bom para viagens da família.
                                                
Pontos positivos: esse não quebra
                                                
Pontos positivos: ele trabalha bastante um otimo carro.
                                                
Pontos positivos: muito confortavel
                                                
Pontos positivos: em 1996 era um carro que possuia muitas qualidades de design e de capacidade de carga e flexibilidade de uso. a durabilidade do motor é grande e até hoje ainda possibilita prazer em dirigir
                                                
Pontos positivos: cor
                                                
Pontos positivos: conforto
                                                
Pontos positivos: espaço interno, porta-malas, confiabilidade
                                                
Pontos positivos: conforto,estabilidade,visibilidade
                                                
Pontos positivos: é um carro que apesar de ser grande, é muito agil e atinge velocidade muito rapidamente, dando assim tranquilidade para ultrapassagens, é bastante confortável para viagens longas.
                                                
Pontos positivos: motor muito bom, com manutenção com um bom preço além de ser bem espaçoso e confortavel, principalmente em viagens de longa distância.
                                                
Pontos positivos: espaço, 
conforto,
carro de fácil dirigibilidade

                                                
Pontos positivos: conforto
                                                
Pontos positivos: forte
                                                
Pontos positivos: ágil, economico,confortavel, baixa manutençao, 
                                                
Pontos positivos: pratico
                                                
Pontos positivos: grande,confortável,bonito,confiável 
                                                
Pontos positivos: confortavél e agil, espaçoso, bom de dirigir.
                                                
Pontos positivos: espaço interno
                                                
Pontos positivos: e um carro de grande resistencia,mesmo sendo grande e pesado e um carro economico dentro do possivel.
                                                ",12945.0,,0.0,0.0
8.8,8.0,9.5,9.2,9.2,8.5,8.2,FORD,F-1000,1998,4,"
Pontos positivos: não é sobre este carro que quero questionar. os pontos positivos colocados para a ranger 2015, o consumo é colocado como ""razoável"". gostaria de saber o que significa razoável? uma vêz que consumo é um nº absoluto.
                                                
Pontos positivos: uma verdadeira guerreira, trabalha muito rechama pouco.
                                                
Pontos positivos: conforto, dirigibilidade, resistencia (não quebra atoa), baixo consumo (faz 8,5 na cidade e 11 na estrada)adapta-se a qualquer tipo de terreno, carro ideal para quem mora na cidade e gosta de se aventurar em sitio, logico sem exajeros por parte do motorista. carro nota 9,0.
viajei com a minha para bahia, 1700 km de ida e 1700 de volta, nem baixou a agua.
                                                
Pontos positivos: a nave é tudo de bom, valente, resistente, corajosa,não te deixa na mão, além do motorzão mwm 229 ainda tem um baixa espação interno
                                                
Pontos positivos: suspensão macia, conforto e baixo ruido,relação motor x cambio otima,baixa manutenção
                                                
Pontos positivos: manutenção
excelente valor de revenda
                                                
Pontos positivos: mecânica excelente
                                                
Pontos positivos: dirigibilidade, comforto e segurança
                                                
Pontos positivos: estabilidade, espaço interno, visibilidade, utilidade.
                                                
Pontos positivos: combustível - diesel 
economia - faz 10km/litro
visão excelente da estrada
espaçosa
confortável
grande malote
entre outros
                                                
Pontos positivos: motor mwm
                                                
Pontos positivos: excelente para viagens, pois, foi usado somente em estradas ""praticamente""asfaltadas.
                                                
Pontos positivos: camionete bem cuidada, em excelente estado.
                                                
Pontos positivos: bem economico
                                                
Pontos positivos: conforto
                                                
Pontos positivos: o meu ja tem motor desel mwm...turbo 
otimo de conforto e dirigibilidade
                                                ",16206.0,,0.0,0.0
8.0,8.0,8.8,8.6,9.0,8.8,8.6,PEUGEOT,206 CC,2008,3,"
Pontos positivos: beleza e design
                                                
Pontos positivos: esportividade, visual irado, chama atenção aonde passa.
                                                
Pontos positivos: dirigibilidade muito boa, design lindo, ótima estabilidade, motor nervosinho.
                                                
Pontos positivos:

Pontos positivos: muito bonito. melhor custo benefício em conversíveis de capota rígida. a quantidade de equipamentos e itens de conveniência é realmente um ponto positivo.
                                                
Pontos positivos: tudo
                                                
Pontos positivos: economico
confortavel

                                                
Pontos positivos: dirigibilidade excelente, estabilidade excelente,
motor execelente.
                                                
Pontos positivos: design moderno
                                                
Pontos positivos: bem economico lindo
                                                
Pontos positivos: custo/benefício
                                                ",42872.0,,0.0,0.0
6.9,5.5,7.3,7.8,8.2,7.1,7.0,MITSUBISHI,PAJERO TR4,2015,7,"
Pontos positivos: a unica coisa boa ´a tração 4 x 4, e o design acho bonito
                                                
Pontos positivos: confiabilidade, seguran?a, facilidade e dirigibilidade.
                                                
Pontos positivos: mec?nica boa, rodei 3 anos, nunca deu problema
                                                
Pontos positivos: só troca oléo . campeã diversas vezes do rally dakar o carro é pau para toda obra
                                                
Pontos positivos: pau pra toda obra. ótima dirigibilidade, 97 combinações de marcha com e sem diferencial. resistente, alto, impõe respeito, seguro e ótima arrancada. consumo de 7 km/l na cidade e 10 km/l na estrada.
                                                
Pontos positivos:

Pontos positivos: posição de dirigir, resistência , força , robustez, freios , visibilidade e segurança.
                                                
Pontos positivos: mecânica extremamente confiável, aguenta o tranco muito bem. em quatro anos só deu problema em uma bobina, mas consertei por 170 reais, então não julgo um problema. peguei o carro com 20.000km do meu vizinho e não tive dor de cabeça, com 80.000 a suspensão ainda estava ótima, só precisei trocar pneus aos 60k.
                                                
Pontos positivos: carro muito bom, na terra e no asfalto, com excelente custo beneficio.
                                                
Pontos positivos:

Pontos positivos: design , carro acessivo a qualquer tipo de alfato , confortavel
                                                
Pontos positivos: roda bem em qualquer lugar, design que coloca os outras marcas no porta luvas.
                                                
Pontos positivos: adorei, muito confortável, compacto que facilita muito na hora de achar estacionamento, força e confortável seja na estrada ou asfalto ele resolve qualquer problema
                                                
Pontos positivos: excelente carro, muita força, tração reduzida blocada muito confortável, farol perfeito para viagens noturnas, econômico se respeitar a lei de transito andando entre 40 e 60km na cidade, 90 a 110 na estrada porta mala enorme, podendo ainda dobrar o seu tamanho com a remoção da tampa do porta malas espaço interno muito bem aproveitado segurança e estabilidade fazem parte desse grande campeão de vendas
                                                
Pontos positivos: veiculo alto tração 4x4 boa relação custo beneficio
                                                
Pontos positivos: roda bem em qualquer terreno seco ou alagado. não dá defeito. tanque de guerra.
                                                
Pontos positivos: performance na terra,dirigibilidade,resistencia
                                                
Pontos positivos: robustez
                                                
Pontos positivos: o carro e muito versátil, anda muito bem, na estrada responde igual gente grande... o consumo e compatível ao carro, ou seja, o carro e pesado e cheio de atrativos... ex: automático, 4 x 4 e é muito simpático...
                                                
Pontos positivos: o melhor custo benefício para quem deseja um carro forte e com o conforto de um suv
                                                
Pontos positivos: visibilidade e dirigibilidade
                                                
Pontos positivos: robustez, confiabilidade, rede ampla de concessionárias.
                                                
Pontos positivos: melhor custo benefício da categoria.
                                                
Pontos positivos: ver abaixo
                                                
Pontos positivos: tem boa posição dirigir e é fácil manobrar na cidade pelo seu porte não tão grande. também possui boa visibilidade (área envidraçada e retrovisores), o que facilita a condução na cidade. é um carro robusto como a finalidade dele (fora de estrada) exige. gostoso de dirigir na terra, principalmente pela existência do 4x4 e reduzida. bonito por fora. tanque com bom tamanho. a buraqueira do dia a dia fica menor com os pneus grandes.
                                                
Pontos positivos: robusto, na estrada de chão o carro anda muito bem, não deixa a desejar em praticamente nada
                                                
Pontos positivos: carro resistente, ao andar na chuva com o 4x4 ligado o carro cola no chão você pode dirigir sem medo. posição gostosa para dirigir.
                                                
Pontos positivos: carro resistente, ao andar na chuva com o 4x4 ligado o carro cola no chão você pode dirigir sem medo. posição gostosa para dirigir.
                                                
Pontos positivos: conforto,cambio automático
                                                
Pontos positivos: ótima dirigibilidade
design
feito para andar na terra
robusto


                                                
Pontos positivos: robusto, esportivo, bom para dirigir
                                                
Pontos positivos: posição alta de dirigir. não é muito mais larga que um veiculo de passeio e por isto cabe com facilidade em vagas de aptos. altura do solo garante segurança em transpor obstáculos como lamas e pequenas enchentes.
                                                
Pontos positivos: para quem mora na rosa e muito bom
                                                
Pontos positivos: força, facilidade de manobra, resistência.
                                                
Pontos positivos: o carro é lindo, comprei uma ha 01 mês 2012 com 30000km rodados, mais nao me adaptei.
                                                ",49786.0,,0.0,0.0
